#miRNA	di1	di2	di3	dt1	dt2	dt3	mi1	mi2	mi3	mt1	mt2	mt3	wi1	wi2	wt1	wt2	ic1	tc1	tw1	tp1	tw2	tp2	tw3	tp3	ew1	ep1	ew2	ep2	ew3	ep3
mmu-miR-381-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1
mmu-miR-381-3p	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	1	15	1	6	2	2
mmu-miR-382-5p	2	1	7	0	0	0	0	1	3	0	0	0	5	6	2	0	0	1	4	2	0	1	1	1	10	47	10	45	10	17
mmu-miR-382-3p	3	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	23	3	22	3	12
mmu-miR-383-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-383-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-384-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-384-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
mmu-miR-3960	2	0	0	0	0	1	1	0	0	0	2	0	2	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3963	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	1
mmu-miR-3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3968	2	9	1	6	21	10	6	1	3	4	2	2	1	7	0	8	18	11	4	0	1	1	1	1	1	0	0	2	1	0
mmu-miR-3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-409-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	13	1	7	3	10
mmu-miR-409-3p	7	9	7	0	0	0	0	6	0	0	0	0	9	2	1	0	0	1	10	3	2	2	1	1	35	199	23	117	21	93
mmu-miR-410-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
mmu-miR-410-3p	2	0	8	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	12	0	5	3	1	1	23	105	9	63	18	17
mmu-miR-411-5p	5	2	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	7	1	1	0	3	2	11	96	7	99	11	39
mmu-miR-411-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	2	2	2	5	51	324	33	238	37	119
mmu-miR-412-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
mmu-miR-412-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	2
mmu-miR-421-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mmu-miR-421-3p	9	4	4	0	2	0	0	2	0	0	0	1	0	0	0	3	0	0	15	9	1	9	2	20	0	0	2	4	2	1
mmu-miR-423-5p	56	44	31	26	37	19	3	4	22	7	3	9	7	15	23	11	29	22	30	12	3	19	5	18	16	42	6	22	8	15
mmu-miR-423-3p	9	7	11	5	12	13	3	0	4	0	0	0	2	4	3	4	16	8	39	15	4	18	3	45	9	46	8	48	9	33
mmu-miR-425-5p	4	7	8	5	10	5	3	0	1	4	2	0	0	4	3	2	6	2	27	5	5	7	8	32	9	62	9	38	8	22
mmu-miR-425-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	2	2	1	4	0	3	1	3	1	5
mmu-miR-429-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-429-3p	80	34	18	37	146	72	10	0	3	16	6	8	0	8	13	24	32	4	75	12	10	6	18	63	7	72	5	42	7	33
mmu-miR-431-5p	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	4	1	0	1	1	2	6	22	1	10	4	9
mmu-miR-431-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
mmu-miR-432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	3	0	0
mmu-miR-433-3p	3	2	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0	1
mmu-miR-434-5p	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	2	0	1	8	22	4	17	8	2
mmu-miR-434-3p	10	4	10	0	0	0	0	1	5	2	0	0	0	2	0	0	0	1	6	0	3	0	1	8	10	32	4	13	1	14
mmu-miR-448-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-448-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-449a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
mmu-miR-449a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-449b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-449c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
mmu-miR-449c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-450a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	2	3	17	0	2	0	1	1	3
mmu-miR-450a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	2	4	4	9	0	0	0	0	0	1
mmu-miR-450b-5p	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	0	1	1	12	0	5	0	6	0	2
mmu-miR-450b-3p	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22	7	7	16	7	49	2	16	1	9	1	8
mmu-miR-451a	3	7	15	3	7	9	0	4	4	6	7	4	2	113	7	8	43	27	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-452-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-452-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-455-5p	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0	0	1	0
mmu-miR-455-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	6	0	3	1	1	1	0
mmu-miR-463-5p	0	0	4	0	6	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-463-3p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0
mmu-miR-465a-5p	6	3	12	2	0	9	0	1	0	0	0	2	0	0	2	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-465a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-465d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-465d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	5	10	22	14	25	4	1	8	0	5	0
mmu-miR-466a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466d-3p	107	71	71	70	84	79	24	12	5	28	29	14	7	26	38	63	63	12	220	29	24	47	38	143	17	9	19	6	17	3
mmu-miR-466e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466g	9	5	9	5	3	9	1	0	0	1	3	1	1	3	4	5	12	3	259	51	49	80	70	191	63	25	64	16	66	13
mmu-miR-466h-5p	2	3	0	1	4	4	0	0	0	0	0	0	0	0	1	0	1	0	39	8	4	10	11	17	5	4	10	2	14	0
mmu-miR-466h-3p	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	2	0	3	0	0	1	0	1	0
mmu-miR-466i-3p	0	1	1	1	2	1	0	0	0	0	0	0	0	0	2	0	2	0	11	3	2	2	1	7	0	0	0	0	0	0
mmu-miR-466j	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466k	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466l-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-466l-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	1	4	2	0	1	0	2	0
mmu-miR-466m-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466m-3p	10	4	0	3	1	1	2	0	2	0	0	0	0	0	1	4	9	8	21	2	4	3	5	11	8	2	14	0	7	0
mmu-miR-466n-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466n-3p	12	4	4	2	0	1	0	0	0	1	0	0	1	1	2	0	1	2	17	0	0	3	1	14	6	4	11	0	1	2
mmu-miR-466o-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466o-3p	4	1	1	0	2	1	0	0	0	2	0	0	0	1	2	0	1	0	4	1	0	0	1	2	3	0	0	1	2	0
mmu-miR-466p-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	3	4	2	2	1	0	1	0	0	0
mmu-miR-466p-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-467b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-467b-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	33	12	15	20	9	31	1	0	0	0	4	0
mmu-miR-467c-5p	27	12	13	10	27	9	0	0	4	4	1	0	2	5	4	10	12	2	131	23	14	24	23	110	14	7	14	12	11	5
mmu-miR-467c-3p	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	8	2	1	5	2	13	0	0	3	1	1	0
mmu-miR-467d-5p	16	13	13	11	5	15	0	2	0	3	2	5	6	6	9	14	8	2	184	19	25	35	21	160	14	5	8	7	10	3
mmu-miR-467d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-467e-5p	8	9	11	17	19	11	3	3	3	0	3	3	1	2	6	9	6	4	686	121	66	164	94	546	30	27	23	18	41	4
mmu-miR-467e-3p	7	9	0	0	4	1	0	0	0	1	3	0	0	0	0	3	1	1	88	11	12	23	6	21	4	0	3	1	2	0
mmu-miR-467f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-467g	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
mmu-miR-467h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-468-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-468-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-470-5p	31	35	58	25	49	56	8	7	13	14	5	5	0	9	7	29	6	7	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-470-3p	2	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-471-5p	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	3	0	1	0	1
mmu-miR-471-3p	3	2	3	0	1	2	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0
mmu-miR-483-5p	16	5	5	0	0	2	0	0	0	1	0	1	4	0	0	1	0	0	6	5	0	5	0	5	0	0	0	0	0	0
mmu-miR-483-3p	11	7	7	3	2	4	0	2	4	0	0	1	1	1	1	1	3	0	82	35	22	51	24	90	0	0	0	0	0	0
mmu-miR-484	11	0	0	2	10	2	1	0	0	2	1	3	0	5	7	8	30	17	86	41	34	37	25	155	23	77	13	75	13	35
mmu-miR-485-5p	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
mmu-miR-485-3p	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	22	62	5	38	8	25
mmu-miR-486a-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-486a-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-486b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-486b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-487b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-487b-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	5	32	6	14	1	14
mmu-miR-488-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-488-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-489-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-489-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
mmu-miR-490-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-490-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-491-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-491-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
mmu-miR-493-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
mmu-miR-493-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-494-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
mmu-miR-494-3p	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	21	118	21	86	13	59
mmu-miR-495-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	1	0	1	2
mmu-miR-495-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	24	1	3	2	3	7	39	223	39	160	29	86
mmu-miR-496a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-496a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	19	3	19	0	11
mmu-miR-496b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-497a-5p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	4	3	5	3	21	26	7	28	20	4
mmu-miR-497a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	1	2	4	0	4	1	1
mmu-miR-497b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-499-5p	0	1	0	1	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-499-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-500-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	3	0	0	0	0	0	0
mmu-miR-500-3p	4	4	0	5	10	1	0	0	0	0	0	0	0	1	4	3	1	0	19	15	3	5	1	1	0	1	0	0	0	0
mmu-miR-501-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	4	0	3	3	5	0	0	0	0	0	0
mmu-miR-501-3p	35	8	19	19	27	20	0	1	2	2	1	0	0	6	9	10	12	6	6	2	1	3	0	11	0	1	0	0	0	0
mmu-miR-503-5p	62	13	11	137	109	155	14	0	2	15	9	5	2	14	178	235	142	13	1317	120	208	252	330	500	2	2	1	1	1	1
mmu-miR-503-3p	7	4	6	33	32	18	0	0	6	11	3	10	0	1	20	28	24	1	55	7	17	24	29	67	0	1	0	2	0	1
mmu-miR-504-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-504-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-505-5p	0	0	0	3	1	4	0	0	0	0	0	0	1	0	3	1	3	3	0	0	0	0	0	1	0	2	0	0	0	1
mmu-miR-505-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	1	0	6	0	0
mmu-miR-509-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-509-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5099	214	72	80	23	51	47	7	4	0	7	3	7	14	14	15	23	48	41	626	71	85	82	79	213	37	33	33	25	12	18
mmu-miR-5100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	3	0	1	0	0	1	1	0	0
mmu-miR-5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5104b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5106	2	1	2	4	2	0	1	1	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5107-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5107-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5108	0	0	0	2	1	1	1	1	0	0	0	4	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-511-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-511-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5110	0	0	0	1	1	1	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5112	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
mmu-miR-5114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5119	2	0	1	7	0	2	4	3	8	3	1	1	1	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5121	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	3	3	13	3	1	2	8	4	2	5	1	13	0	9
mmu-miR-5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5124a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5124b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-5126	18	14	19	3	4	2	27	30	14	4	23	8	11	70	3	207	8	32	5581	282	1070	409	1093	458	347	779	190	1083	265	1094
mmu-miR-5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5128	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	1	2	2
mmu-miR-5129-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5129-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5132-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5132-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-5133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5134-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-5134-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
